anio,mes,tipo,nombre,importe
2016,jan,,Sin registro,153069
2016,jan,,Sin registro,13156
2016,jan,,Sin registro,44578
2016,jan,,Sin registro,101
2016,jan,,Sin registro,11357
2016,jan,,Sin registro,429
2016,jan,,Sin registro,39647
2016,jan,,Sin registro,145
2016,jan,,Sin registro,30760
2016,jan,,Sin registro,42
2016,jan,,Sin registro,5856
2016,jan,,Sin registro,126729
2016,jan,,Sin registro,159
2016,jan,,ADO WALLET,22645
2016,jan,,ADO WALLET,1716
2016,jan,,ADO WALLET,4272
2016,jan,,ADO WALLET,1401
2016,jan,,ADO WALLET,664
2016,jan,,ADO WALLET,49056
2016,jan,,ADO WALLET,352
2016,jan,,ADO WALLET,54288
2016,jan,,ADO WALLET,712
2016,jan,,ADO WALLET,600
2016,jan,,ADO WALLET,7357
2016,jan,,ADO WALLET,1477
2016,jan,,ADO WALLET,27527
2016,jan,,ADO WALLET,214
2016,jan,,ADO WALLET,167
2016,jan,,ADO WALLET,9170
2016,jan,,AEROMEX CTRO T INT H2H,222720
2016,jan,,AEROMEX CTRO T INT H2H,91263
2016,jan,,AEROMEX CTRO T INT H2H,4249
2016,jan,,AEROMEX CTRO T INT H2H,20643
2016,jan,,AEROMEX CTRO T INT H2H,31974
2016,jan,,AEROMEX CTRO T INT H2H,85150
2016,jan,,AEROMEX CTRO T INT H2H,29875
2016,jan,,AEROMEX CTRO T INT H2H,563783
2016,jan,,AEROMEX CTRO T INT H2H,404790
2016,jan,,AEROMEX CTRO T INT H2H,149861
2016,jan,,AEROMEX CTRO T INT H2H,384602
2016,jan,,AEROMEX CTRO T INT H2H,45389
2016,jan,,AEROMEX CTRO T INT H2H,46989
2016,jan,,AEROMEX CTRO T INT H2H,216174
2016,jan,,AEROMEX CTRO T INT H2H,3358
2016,jan,,AEROMEX CTRO T INT H2H,3474
2016,jan,,AEROMEX CTRO T INT H2H,205221
2016,jan,,AEROMEX CTRO T INT H2H,12712
2016,jan,,AEROMEX CTRO T INT H2H,13313
2016,jan,,AEROMEX CTRO T INT H2H,10336
2016,jan,,AEROMEX CTRO T INT H2H,20398
2016,jan,,AEROMEX CTRO T INT H2H,50131
2016,jan,,AEROMEX CTRO T INT H2H,179570
2016,jan,,AEROMEXICO AV OL,135789
2016,jan,,AEROMEXICO AV OL,9070
2016,jan,,AEROMEXICO AV OL,71361
2016,jan,,AEROMEXICO AV OL,8398
2016,jan,,AEROMEXICO AV OL,99993
2016,jan,,AEROMEXICO AV OL,1726
2016,jan,,AEROMEXICO AV OL,140515
2016,jan,,AEROMEXICO AV OL,7658
2016,jan,,APPLE ONLINE STORE,20498
2016,jan,,APPLE ONLINE STORE,23198
2016,jan,,APPLE ONLINE STORE,4599
2016,jan,,APPLE ONLINE STORE,30811
2016,jan,,APPLE ONLINE STORE,13999
2016,jan,,APPLE ONLINE STORE,300
2016,jan,,APPLE ONLINE STORE,99840
2016,jan,,APPLE ONLINE STORE,231656
2016,jan,,APPLE ONLINE STORE,18499
2016,jan,,APPLE ONLINE STORE,297794
2016,jan,,APPLE ONLINE STORE,27468
2016,jan,,APPLE ONLINE STORE,33724
2016,jan,,APPLE ONLINE STORE,22357
2016,jan,,APPLE ONLINE STORE,11799
2016,jan,,APPLE ONLINE STORE,25493
2016,jan,,APPLE ONLINE STORE,86063
2016,jan,,APPLE ONLINE STORE,34798
2016,jan,,APPLE ONLINE STORE,45897
2016,jan,,APPLE ONLINE STORE,9438
2016,jan,,APPLE ONLINE STORE,27468
2016,jan,,APPLE ONLINE STORE,19725
2016,jan,,APPLE ONLINE STORE,94753
2016,jan,,APPLE ONLINE STORE,35866
2016,jan,,AT&T SERV CAB CR,5146
2016,jan,,AT&T SERV CAB CR,2146
2016,jan,,AT&T SERV CAB CR,3656
2016,jan,,AT&T SERV CAB CR,3046
2016,jan,,AT&T SERV CAB CR,26437
2016,jan,,AT&T SERV CAB CR,413743
2016,jan,,AT&T SERV CAB CR,125310
2016,jan,,AT&T SERV CAB CR,7899
2016,jan,,AT&T SERV CAB CR,90950
2016,jan,,AT&T SERV CAB CR,4361
2016,jan,,AT&T SERV CAB CR,7807
2016,jan,,AT&T SERV CAB CR,787
2016,jan,,AT&T SERV CAB CR,1145
2016,jan,,AT&T SERV CAB CR,1535
2016,jan,,AUT DE ORIENTE ADO MU,81161
2016,jan,,AUT DE ORIENTE ADO MU,1150
2016,jan,,AUT DE ORIENTE ADO MU,8408
2016,jan,,AUT DE ORIENTE ADO MU,278
2016,jan,,AUT DE ORIENTE ADO MU,18199
2016,jan,,AUT DE ORIENTE ADO MU,2520
2016,jan,,AUT DE ORIENTE ADO MU,13142
2016,jan,,AUT DE ORIENTE ADO MU,312775
2016,jan,,AUT DE ORIENTE ADO MU,308244
2016,jan,,AUT DE ORIENTE ADO MU,8812
2016,jan,,AUT DE ORIENTE ADO MU,343709
2016,jan,,AUT DE ORIENTE ADO MU,9193
2016,jan,,AUT DE ORIENTE ADO MU,2526
2016,jan,,AUT DE ORIENTE ADO MU,8948
2016,jan,,AUT DE ORIENTE ADO MU,6496
2016,jan,,AUT DE ORIENTE ADO MU,3410
2016,jan,,AUT DE ORIENTE ADO MU,472
2016,jan,,AUT DE ORIENTE ADO MU,3190
2016,jan,,AUT DE ORIENTE ADO MU,21290
2016,jan,,AUT DE ORIENTE ADO MU,826
2016,jan,,AUT DE ORIENTE ADO MU,1392
2016,jan,,AUT DE ORIENTE ADO MU,412
2016,jan,,AUT DE ORIENTE ADO MU,4698
2016,jan,,AUT DE ORIENTE ADO MU,91500
2016,jan,,AUT DE ORIENTE ADO MU,56873
2016,jan,,AUT DE ORIENTE ADO MU,6451
2016,jan,,B N M VICAM,0
2016,jan,,B N M VICAM,0
2016,jan,,CFE ENERGIA ELEC CIBCV,1640
2016,jan,,CFE ENERGIA ELEC CIBCV,1695
2016,jan,,CFE ENERGIA ELEC CIBCV,367
2016,jan,,CFE ENERGIA ELEC CIBCV,11707
2016,jan,,CFE ENERGIA ELEC CIBCV,102787
2016,jan,,CFE ENERGIA ELEC CIBCV,446418
2016,jan,,CFE ENERGIA ELEC CIBCV,270646
2016,jan,,CFE ENERGIA ELEC CIBCV,3860
2016,jan,,CFE ENERGIA ELEC CIBCV,107421
2016,jan,,CFE ENERGIA ELEC CIBCV,1073
2016,jan,,CFE ENERGIA ELEC CIBCV,20535
2016,jan,,CFE ENERGIA ELEC CIBCV,50854
2016,jan,,CFE ENERGIA ELEC CIBCV,1572
2016,jan,,CFE ENERGIA ELEC CIBCV,9256
2016,jan,,CFE ENERGIA ELEC CIBCV,2823
2016,jan,,CFE ENERGIA ELEC CIBCV,6763
2016,jan,,CFE ENERGIA ELEC CIBCV,53743
2016,jan,,CFE ENERGIA ELEC CIBCV,7277
2016,jan,,CLIP,1973
2016,jan,,CLIP,17450
2016,jan,,CLIP,36385
2016,jan,,CLIP,36111
2016,jan,,CLIP,15179
2016,jan,,CLIP,600
2016,jan,,CLIP,176290
2016,jan,,CLIP,123366
2016,jan,,CLIP,1080
2016,jan,,CLIP,390199
2016,jan,,CLIP,94392
2016,jan,,CLIP,10
2016,jan,,CLIP,11500
2016,jan,,CLIP,34
2016,jan,,CLIP,154311
2016,jan,,CLIP,167505
2016,jan,,CLIP,13852
2016,jan,,CLIP,81172
2016,jan,,CLIP,39419
2016,jan,,CLIP,32988
2016,jan,,CLIP,14779
2016,jan,,CLIP,47240
2016,jan,,CLIP,155560
2016,jan,,DESPEGAR COM,179775
2016,jan,,DESPEGAR COM,4340
2016,jan,,DESPEGAR COM,54375
2016,jan,,DESPEGAR COM,11643
2016,jan,,DESPEGAR COM,12436
2016,jan,,DESPEGAR COM,241650
2016,jan,,DESPEGAR COM,11372
2016,jan,,DESPEGAR COM,123371
2016,jan,,DESPEGAR COM,9721
2016,jan,,DESPEGAR COM,85067
2016,jan,,DESPEGAR COM,9104
2016,jan,,DESPEGAR COM,3278
2016,jan,,DESPEGAR COM,1950
2016,jan,,DESPEGAR COM,3243
2016,jan,,DESPEGAR COM,106399
2016,jan,,DESPEGAR COM,18134
2016,jan,,E TRAVEL RESERVATION,111675
2016,jan,,E TRAVEL RESERVATION,17624
2016,jan,,E TRAVEL RESERVATION,14233
2016,jan,,E TRAVEL RESERVATION,11002
2016,jan,,E TRAVEL RESERVATION,3450
2016,jan,,E TRAVEL RESERVATION,698818
2016,jan,,E TRAVEL RESERVATION,62120
2016,jan,,E TRAVEL RESERVATION,4080
2016,jan,,E TRAVEL RESERVATION,254828
2016,jan,,E TRAVEL RESERVATION,16598
2016,jan,,E TRAVEL RESERVATION,30144
2016,jan,,E TRAVEL RESERVATION,165390
2016,jan,,E TRAVEL RESERVATION,52298
2016,jan,,E TRAVEL RESERVATION,76258
2016,jan,,E TRAVEL RESERVATION,537908
2016,jan,,E TRAVEL RESERVATION,3066
2016,jan,,EKT VTA EN LINEA 3,5999
2016,jan,,EKT VTA EN LINEA 3,16296
2016,jan,,EKT VTA EN LINEA 3,2359
2016,jan,,EKT VTA EN LINEA 3,300738
2016,jan,,EKT VTA EN LINEA 3,31797
2016,jan,,EKT VTA EN LINEA 3,179124
2016,jan,,EKT VTA EN LINEA 3,16596
2016,jan,,EKT VTA EN LINEA 3,98197
2016,jan,,EKT VTA EN LINEA 3,13299
2016,jan,,EKT VTA EN LINEA 3,16596
2016,jan,,EKT VTA EN LINEA 3,95877
2016,jan,,EKT VTA EN LINEA 3,4999
2016,jan,,ETN TURISTAR INTER CIB,45401
2016,jan,,ETN TURISTAR INTER CIB,3398
2016,jan,,ETN TURISTAR INTER CIB,4211
2016,jan,,ETN TURISTAR INTER CIB,9963
2016,jan,,ETN TURISTAR INTER CIB,11442
2016,jan,,ETN TURISTAR INTER CIB,31589
2016,jan,,ETN TURISTAR INTER CIB,276420
2016,jan,,ETN TURISTAR INTER CIB,163030
2016,jan,,ETN TURISTAR INTER CIB,5621
2016,jan,,ETN TURISTAR INTER CIB,909
2016,jan,,ETN TURISTAR INTER CIB,160051
2016,jan,,ETN TURISTAR INTER CIB,288
2016,jan,,ETN TURISTAR INTER CIB,23592
2016,jan,,ETN TURISTAR INTER CIB,20027
2016,jan,,ETN TURISTAR INTER CIB,2232
2016,jan,,ETN TURISTAR INTER CIB,1280
2016,jan,,ETN TURISTAR INTER CIB,17735
2016,jan,,ETN TURISTAR INTER CIB,2426
2016,jan,,ETN TURISTAR INTER CIB,2970
2016,jan,,ETN TURISTAR INTER CIB,3100
2016,jan,,ETN TURISTAR INTER CIB,10211
2016,jan,,ETN TURISTAR INTER CIB,14023
2016,jan,,ETN TURISTAR INTER CIB,87069
2016,jan,,ETN TURISTAR INTER CIB,46036
2016,jan,,EXPEDIA MX018005630600,98270
2016,jan,,EXPEDIA MX018005630600,50336
2016,jan,,EXPEDIA MX018005630600,21199
2016,jan,,EXPEDIA MX018005630600,381816
2016,jan,,EXPEDIA MX018005630600,235085
2016,jan,,EXPEDIA MX018005630600,14735
2016,jan,,EXPEDIA MX018005630600,216830
2016,jan,,EXPEDIA MX018005630600,500
2016,jan,,EXPEDIA MX018005630600,772
2016,jan,,EXPEDIA MX018005630600,14236
2016,jan,,EXPEDIA MX018005630600,239534
2016,jan,,EXPEDIA MX018005630600,54837
2016,jan,,EXPEDIA MX018005630600,28666
2016,jan,,EXPEDIA MX018005630600,6016
2016,jan,,EXPEDIA MX018005630600,26819
2016,jan,,EXPEDIA MX018005630600,114848
2016,jan,,FOREVER 21 MEXICO,17533
2016,jan,,FOREVER 21 MEXICO,3922
2016,jan,,FOREVER 21 MEXICO,6795
2016,jan,,FOREVER 21 MEXICO,23808
2016,jan,,FOREVER 21 MEXICO,85632
2016,jan,,FOREVER 21 MEXICO,135473
2016,jan,,FOREVER 21 MEXICO,1277
2016,jan,,FOREVER 21 MEXICO,3922
2016,jan,,FOREVER 21 MEXICO,5715
2016,jan,,FOREVER 21 MEXICO,13678
2016,jan,,FOREVER 21 MEXICO,9690
2016,jan,,FOREVER 21 MEXICO,11331
2016,jan,,FOREVER 21 MEXICO,14921
2016,jan,,FOREVER 21 MEXICO,12648
2016,jan,,HIPODROMO AGUA CALIENT,51160
2016,jan,,HIPODROMO AGUA CALIENT,200
2016,jan,,HIPODROMO AGUA CALIENT,10530
2016,jan,,HIPODROMO AGUA CALIENT,2060
2016,jan,,HIPODROMO AGUA CALIENT,43111
2016,jan,,HIPODROMO AGUA CALIENT,3500
2016,jan,,HIPODROMO AGUA CALIENT,111
2016,jan,,HIPODROMO AGUA CALIENT,500
2016,jan,,HIPODROMO AGUA CALIENT,34000
2016,jan,,HIPODROMO AGUA CALIENT,85800
2016,jan,,HIPODROMO AGUA CALIENT,500
2016,jan,,HOME DEPOT,677
2016,jan,,HOME DEPOT,21853
2016,jan,,HOTELES COM,31177
2016,jan,,HOTELES COM,22268
2016,jan,,HOTELES COM,268771
2016,jan,,HOTELES COM,13925
2016,jan,,HOTELES COM,39860
2016,jan,,HOTELES COM,201071
2016,jan,,HOTELES COM,357
2016,jan,,HOTELES COM,1
2016,jan,,HOTELES COM,11793
2016,jan,,HOTELES COM,132754
2016,jan,,HOTELES COM,10593
2016,jan,,HOTELES COM,5868
2016,jan,,HOTELES COM,12218
2016,jan,,HOTELES COM,54832
2016,jan,,HOTELES COM,9582
2016,jan,,HOTELES COM,17768
2016,jan,,HOTELES COM,26957
2016,jan,,INFONAVIT,140800
2016,jan,,INFONAVIT,9997
2016,jan,,INFONAVIT,25805
2016,jan,,INFONAVIT,258070
2016,jan,,INFONAVIT,453418
2016,jan,,INFONAVIT,20121
2016,jan,,INFONAVIT,358024
2016,jan,,INFONAVIT,6000
2016,jan,,INFONAVIT,33754
2016,jan,,INFONAVIT,53355
2016,jan,,INFONAVIT,177170
2016,jan,,INFONAVIT,150676
2016,jan,,INTERJET,101155
2016,jan,,INTERJET,15834
2016,jan,,INTERJET,1179
2016,jan,,INTERJET,11938
2016,jan,,INTERJET,52378
2016,jan,,INTERJET,410304
2016,jan,,INTERJET,4836
2016,jan,,INTERJET,200950
2016,jan,,INTERJET,1179
2016,jan,,INTERJET,5827
2016,jan,,INTERJET,49162
2016,jan,,INTERJET,13056
2016,jan,,INTERJET,3688
2016,jan,,INTERJET,4549
2016,jan,,INTERJET,114271
2016,jan,,INTERJET,8444
2016,jan,,INTERJET,4696
2016,jan,,INTERJET,55946
2016,jan,,INTERJET,177789
2016,jan,,IZZI METRO IVR,2021
2016,jan,,IZZI METRO IVR,1150
2016,jan,,IZZI METRO IVR,4153
2016,jan,,IZZI METRO IVR,49574
2016,jan,,IZZI METRO IVR,24033
2016,jan,,IZZI METRO IVR,36931
2016,jan,,IZZI METRO IVR,1315
2016,jan,,IZZI METRO IVR,1962
2016,jan,,IZZI METRO IVR,897
2016,jan,,IZZI METRO IVR,790
2016,jan,,IZZI METRO IVR,2972
2016,jan,,IZZI METRO IVR,19106
2016,jan,,IZZI METRO IVR,9433
2016,jan,,LINIO COM MX,25414
2016,jan,,LINIO COM MX,26659
2016,jan,,LINIO COM MX,2055
2016,jan,,LINIO COM MX,6371
2016,jan,,LINIO COM MX,34005
2016,jan,,LINIO COM MX,154008
2016,jan,,LINIO COM MX,110206
2016,jan,,LINIO COM MX,42095
2016,jan,,LINIO COM MX,334566
2016,jan,,LINIO COM MX,182
2016,jan,,LINIO COM MX,180
2016,jan,,LINIO COM MX,8308
2016,jan,,LINIO COM MX,6970
2016,jan,,LINIO COM MX,17111
2016,jan,,LINIO COM MX,3414
2016,jan,,LINIO COM MX,16805
2016,jan,,LINIO COM MX,5654
2016,jan,,LINIO COM MX,5439
2016,jan,,LINIO COM MX,16768
2016,jan,,LINIO COM MX,115602
2016,jan,,LINIO COM MX,31103
2016,jan,,LIVERPOOL POR INTERNET,88145
2016,jan,,LIVERPOOL POR INTERNET,21419
2016,jan,,LIVERPOOL POR INTERNET,7898
2016,jan,,LIVERPOOL POR INTERNET,19044
2016,jan,,LIVERPOOL POR INTERNET,16899
2016,jan,,LIVERPOOL POR INTERNET,90688
2016,jan,,LIVERPOOL POR INTERNET,164531
2016,jan,,LIVERPOOL POR INTERNET,66414
2016,jan,,LIVERPOOL POR INTERNET,162087
2016,jan,,LIVERPOOL POR INTERNET,500
2016,jan,,LIVERPOOL POR INTERNET,14998
2016,jan,,LIVERPOOL POR INTERNET,9299
2016,jan,,LIVERPOOL POR INTERNET,21858
2016,jan,,LIVERPOOL POR INTERNET,23267
2016,jan,,LIVERPOOL POR INTERNET,23827
2016,jan,,LIVERPOOL POR INTERNET,49993
2016,jan,,LIVERPOOL POR INTERNET,90889
2016,jan,,MEDICALL PLUS GN CR,350
2016,jan,,MEDICALL PLUS GN CR,1050
2016,jan,,MEDICALL PLUS GN CR,4200
2016,jan,,MEDICALL PLUS GN CR,350
2016,jan,,MEDICALL PLUS GN CR,2450
2016,jan,,MEDICALL PLUS GN CR,38150
2016,jan,,MEDICALL PLUS GN CR,494200
2016,jan,,MEDICALL PLUS GN CR,128800
2016,jan,,MEDICALL PLUS GN CR,126700
2016,jan,,MEDICALL PLUS GN CR,350
2016,jan,,MEDICALL PLUS GN CR,5600
2016,jan,,MEDICALL PLUS GN CR,10500
2016,jan,,MEDICALL PLUS GN CR,1750
2016,jan,,MEDICALL PLUS GN CR,700
2016,jan,,MEDICALL PLUS GN CR,1750
2016,jan,,MEDICALL PLUS GN CR,700
2016,jan,,MEDICALL PLUS GN CR,350
2016,jan,,MEDICALL PLUS GN CR,5950
2016,jan,,MEDICALL PLUS GN CR,107450
2016,jan,,MEDICALL PLUS GN CR,16450
2016,jan,,MICROSOFT XBOX OFFICE,1099
2016,jan,,MICROSOFT XBOX OFFICE,10484
2016,jan,,MICROSOFT XBOX OFFICE,603
2016,jan,,MICROSOFT XBOX OFFICE,8495
2016,jan,,MICROSOFT XBOX OFFICE,313
2016,jan,,MICROSOFT XBOX OFFICE,26750
2016,jan,,MICROSOFT XBOX OFFICE,401237
2016,jan,,MICROSOFT XBOX OFFICE,142098
2016,jan,,MICROSOFT XBOX OFFICE,7905
2016,jan,,MICROSOFT XBOX OFFICE,180577
2016,jan,,MICROSOFT XBOX OFFICE,14664
2016,jan,,MICROSOFT XBOX OFFICE,10
2016,jan,,MICROSOFT XBOX OFFICE,13654
2016,jan,,MICROSOFT XBOX OFFICE,249
2016,jan,,MICROSOFT XBOX OFFICE,37191
2016,jan,,MICROSOFT XBOX OFFICE,1398
2016,jan,,MICROSOFT XBOX OFFICE,89
2016,jan,,MICROSOFT XBOX OFFICE,4201
2016,jan,,MICROSOFT XBOX OFFICE,4059
2016,jan,,MICROSOFT XBOX OFFICE,1849
2016,jan,,MICROSOFT XBOX OFFICE,144
2016,jan,,MICROSOFT XBOX OFFICE,1172
2016,jan,,MICROSOFT XBOX OFFICE,2597
2016,jan,,MICROSOFT XBOX OFFICE,12279
2016,jan,,MICROSOFT XBOX OFFICE,161660
2016,jan,,MICROSOFT XBOX OFFICE,15954
2016,jan,,NET PAY,21785
2016,jan,,NET PAY,29850
2016,jan,,NET PAY,11000
2016,jan,,NET PAY,608
2016,jan,,NET PAY,6635
2016,jan,,NET PAY,11411
2016,jan,,NET PAY,33792
2016,jan,,NET PAY,85405
2016,jan,,NET PAY,100
2016,jan,,NET PAY,352
2016,jan,,NET PAY,30000
2016,jan,,NET PAY,3150
2016,jan,,NET PAY,67050
2016,jan,,NET PAY,200
2016,jan,,NET PAY,83795
2016,jan,,NET PAY,13000
2016,jan,,NET PAY,16100
2016,jan,,NET PAY,82776
2016,jan,,NET PAY,92289
2016,jan,,NET PAY,352
2016,jan,,NET PAY,322
2016,jan,,NET PAY,95
2016,jan,,NET PAY,41000
2016,jan,,PAGO LUZ CFE MOVILES,22064
2016,jan,,PAGO LUZ CFE MOVILES,1248
2016,jan,,PAGO LUZ CFE MOVILES,262
2016,jan,,PAGO LUZ CFE MOVILES,19939
2016,jan,,PAGO LUZ CFE MOVILES,52780
2016,jan,,PAGO LUZ CFE MOVILES,65776
2016,jan,,PAGO LUZ CFE MOVILES,64501
2016,jan,,PAGO LUZ CFE MOVILES,5883
2016,jan,,PAGO LUZ CFE MOVILES,262
2016,jan,,PAGO LUZ CFE MOVILES,6174
2016,jan,,PAGO LUZ CFE MOVILES,5024
2016,jan,,PAGO LUZ CFE MOVILES,19110
2016,jan,,PAGO LUZ CFE MOVILES,1237
2016,jan,,PAGO LUZ CFE MOVILES,11803
2016,jan,,PAGO LUZ CFE MOVILES,3705
2016,jan,,PAGO LUZ CFE MOVILES,1148
2016,jan,,PAGO LUZ CFE MOVILES,590
2016,jan,,PAGO LUZ CFE MOVILES,6841
2016,jan,,PAGO LUZ CFE MOVILES,6906
2016,jan,,PAGO MERCADOPAGO CIB,10
2016,jan,,PAGO MERCADOPAGO CIB,10
2016,jan,,PAGO MERCADOPAGO CIB,2821
2016,jan,,PAGO MERCADOPAGO CIB,308925
2016,jan,,PAGO MERCADOPAGO CIB,7961
2016,jan,,PAGO MERCADOPAGO CIB,37644
2016,jan,,PAGO MERCADOPAGO CIB,40
2016,jan,,PAGO MERCADOPAGO CIB,100
2016,jan,,PAGO MERCADOPAGO CIB,1591
2016,jan,,PAGO MERCADOPAGO CIB,21780
2016,jan,,PAGO MERCADOPAGO CIB,7500
2016,jan,,PAGO MERCADOPAGO CIB,9897
2016,jan,,PAGO MERCADOPAGO CIB,90668
2016,jan,,PAGO MERCADOPAGO CIB,11271
2016,jan,,PAYPAL MEXICO CR,310310
2016,jan,,PAYPAL MEXICO CR,776
2016,jan,,PAYPAL MEXICO CR,8586
2016,jan,,PAYPAL MEXICO CR,1733
2016,jan,,PAYPAL MEXICO CR,74251
2016,jan,,PAYPAL MEXICO CR,682855
2016,jan,,PAYPAL MEXICO CR,777642
2016,jan,,PAYPAL MEXICO CR,46669
2016,jan,,PAYPAL MEXICO CR,10284
2016,jan,,PAYPAL MEXICO CR,497375
2016,jan,,PAYPAL MEXICO CR,266
2016,jan,,PAYPAL MEXICO CR,12695
2016,jan,,PAYPAL MEXICO CR,2032
2016,jan,,PAYPAL MEXICO CR,23853
2016,jan,,PAYPAL MEXICO CR,685
2016,jan,,PAYPAL MEXICO CR,90328
2016,jan,,PAYPAL MEXICO CR,525
2016,jan,,PAYPAL MEXICO CR,1300
2016,jan,,PAYPAL MEXICO CR,103
2016,jan,,PAYPAL MEXICO CR,35423
2016,jan,,PAYPAL MEXICO CR,111182
2016,jan,,PAYPAL MEXICO CR,29597
2016,jan,,PAYPAL MEXICO CR,14099
2016,jan,,PAYPAL MEXICO CR,112
2016,jan,,PAYPAL MEXICO CR,23145
2016,jan,,PAYPAL MEXICO CR,319
2016,jan,,PAYPAL MEXICO CR,32114
2016,jan,,PAYPAL MEXICO CR,371818
2016,jan,,PAYPAL MEXICO CR,227
2016,jan,,PAYPAL MEXICO CR,230964
2016,jan,,PAYPAL MEXICO CR,26114
2016,jan,,POCKET*BPCKT,97589
2016,jan,,POCKET*BPCKT,5277
2016,jan,,POCKET*BPCKT,58
2016,jan,,POCKET*BPCKT,700
2016,jan,,POCKET*BPCKT,80147
2016,jan,,POCKET*BPCKT,20437
2016,jan,,POCKET*BPCKT,29039
2016,jan,,POCKET*BPCKT,178004
2016,jan,,POCKET*BPCKT,82910
2016,jan,,POCKET*BPCKT,16950
2016,jan,,POCKET*BPCKT,14000
2016,jan,,POCKET*BPCKT,12910
2016,jan,,POCKET*BPCKT,41538
2016,jan,,POCKET*BPCKT,58490
2016,jan,,POCKET*BPCKT,87626
2016,jan,,POCKET*BPCKT,15930
2016,jan,,POCKET*BPCKT,4440
2016,jan,,POCKET*BPCKT,9635
2016,jan,,POCKET*BPCKT,43820
2016,jan,,PRIVALIA,34516
2016,jan,,PRIVALIA,25169
2016,jan,,PRIVALIA,3849
2016,jan,,PRIVALIA,34424
2016,jan,,PRIVALIA,74079
2016,jan,,PRIVALIA,83228
2016,jan,,PRIVALIA,5176
2016,jan,,PRIVALIA,157154
2016,jan,,PRIVALIA,8999
2016,jan,,PRIVALIA,12765
2016,jan,,PRIVALIA,24553
2016,jan,,PRIVALIA,41692
2016,jan,,PRIVALIA,14433
2016,jan,,PRIVALIA,212
2016,jan,,PRIVALIA,3515
2016,jan,,PRIVALIA,13060
2016,jan,,PRIVALIA,10218
2016,jan,,PRIVALIA,33277
2016,jan,,PRIVALIA,55469
2016,jan,,SAM S CLUB TEPEYAC,46297
2016,jan,,SAM S CLUB TEPEYAC,2092
2016,jan,,SAM S CLUB TEPEYAC,71110
2016,jan,,SAM S CLUB TEPEYAC,177440
2016,jan,,SAM S CLUB TEPEYAC,131506
2016,jan,,SAM S CLUB TEPEYAC,45010
2016,jan,,SAM S CLUB TEPEYAC,517973
2016,jan,,SAM S CLUB TEPEYAC,35225
2016,jan,,SAM S CLUB TEPEYAC,31817
2016,jan,,SAM S CLUB TEPEYAC,282048
2016,jan,,SAM S CLUB TEPEYAC,5119
2016,jan,,SAM S CLUB TEPEYAC,8183
2016,jan,,SAM S CLUB TEPEYAC,8694
2016,jan,,SAM S CLUB TEPEYAC,176499
2016,jan,,SAMS CANCUN,1611
2016,jan,,SAMS CANCUN,204
2016,jan,,SAMS CANCUN,4398
2016,jan,,SAMS CANCUN,2811
2016,jan,,TELEVIA PEAJE,105000
2016,jan,,TELEVIA PEAJE,2220
2016,jan,,TELEVIA PEAJE,17622
2016,jan,,TELEVIA PEAJE,52364
2016,jan,,TELEVIA PEAJE,526661
2016,jan,,TELEVIA PEAJE,349099
2016,jan,,TELEVIA PEAJE,67300
2016,jan,,TELEVIA PEAJE,392111
2016,jan,,TELEVIA PEAJE,12526
2016,jan,,TELEVIA PEAJE,2622
2016,jan,,TELEVIA PEAJE,39000
2016,jan,,TELEVIA PEAJE,32769
2016,jan,,TELEVIA PEAJE,54000
2016,jan,,TELEVIA PEAJE,1000
2016,jan,,TELEVIA PEAJE,133476
2016,jan,,TELEVIA PEAJE,53225
2016,jan,,TELEVIA PEAJE,19900
2016,jan,,TELMEX,12255
2016,jan,,TELMEX,5623
2016,jan,,TELMEX,2700
2016,jan,,TELMEX,23589
2016,jan,,TELMEX,6939
2016,jan,,TELMEX,60969
2016,jan,,TELMEX,576077
2016,jan,,TELMEX,421771
2016,jan,,TELMEX,4353
2016,jan,,TELMEX,1398
2016,jan,,TELMEX,420108
2016,jan,,TELMEX,1577
2016,jan,,TELMEX,2797
2016,jan,,TELMEX,34802
2016,jan,,TELMEX,58846
2016,jan,,TELMEX,755
2016,jan,,TELMEX,2440
2016,jan,,TELMEX,778
2016,jan,,TELMEX,4617
2016,jan,,TELMEX,10837
2016,jan,,TELMEX,2443
2016,jan,,TELMEX,2993
2016,jan,,TELMEX,2159
2016,jan,,TELMEX,4158
2016,jan,,TELMEX,32551
2016,jan,,TELMEX,226573
2016,jan,,TELMEX,82033
2016,jan,,TELMEX,601
2016,jan,,TICKETMASTER MEXICO,163627
2016,jan,,TICKETMASTER MEXICO,33646
2016,jan,,TICKETMASTER MEXICO,8810
2016,jan,,TICKETMASTER MEXICO,3567
2016,jan,,TICKETMASTER MEXICO,40544
2016,jan,,TICKETMASTER MEXICO,103588
2016,jan,,TICKETMASTER MEXICO,298303
2016,jan,,TICKETMASTER MEXICO,50893
2016,jan,,TICKETMASTER MEXICO,29885
2016,jan,,TICKETMASTER MEXICO,7661
2016,jan,,TICKETMASTER MEXICO,26547
2016,jan,,TICKETMASTER MEXICO,79520
2016,jan,,TICKETMASTER MEXICO,21773
2016,jan,,TICKETMASTER MEXICO,2363
2016,jan,,TICKETMASTER MEXICO,1907
2016,jan,,TICKETMASTER MEXICO,22283
2016,jan,,TICKETMASTER MEXICO,106706
2016,jan,,TICKETMASTER MEXICO,148112
2016,jan,,TICKETMASTER MEXICO,43906
